chrs,names,ids
chrX,H3P43,ENSG00000226436
chrX,ENSG00000201666,ENSG00000201666
chrX,ENSG00000237994,ENSG00000237994
chrX,RNA5SP500,ENSG00000201356
chrX,ENSG00000227393,ENSG00000227393
chrX,MIR4666B,ENSG00000264090
chrX,PIGFP3,ENSG00000227592
chrX,ENSG00000270794,ENSG00000270794
chrX,MAGEB2,ENSG00000099399
chrX,MAGEB3,ENSG00000198798
chrX,MAGEB4,ENSG00000120289
chrX,MAGEB1,ENSG00000214107
chrX,PLCE1P1,ENSG00000276940
chrX,NR0B1,ENSG00000169297
chrX,TASL,ENSG00000120280
chrX,CKS1BP6,ENSG00000178556
chrX,FTLP2,ENSG00000232368
chrX,GK,ENSG00000198814
chrX,GK-IT1,ENSG00000229331
chrX,ENSG00000241886,ENSG00000241886
chrX,GK-AS1,ENSG00000243055
chrX,ENSG00000277876,ENSG00000277876
chrX,TAB3,ENSG00000157625
chrX,TAB3-AS1,ENSG00000231542
chrX,TAB3-AS2,ENSG00000235512
chrX,FTHL17,ENSG00000132446
chrX,DMD,ENSG00000198947
chrX,RNU6-894P,ENSG00000252903
chrX,ENSG00000285900,ENSG00000285900
chrX,RNA5SP501,ENSG00000222922
chrX,NPM1P8,ENSG00000236285
chrX,ENSG00000289215,ENSG00000289215
chrX,MIR3915,ENSG00000263600
chrX,MIR548F5,ENSG00000221348
chrX,DMD-AS3,ENSG00000236828
chrX,TBCAP1,ENSG00000226781
chrX,ENSG00000215310,ENSG00000215310
chrX,ENSG00000287700,ENSG00000287700
chrX,ENSG00000233928,ENSG00000233928
chrX,FAM47A,ENSG00000185448
chrX,FTH1P14,ENSG00000185638
chrX,ENSG00000233571,ENSG00000233571
chrX,SRSF2P1,ENSG00000236072
chrX,ENSG00000271136,ENSG00000271136
chrX,TMEM47,ENSG00000147027
chrX,ENSG00000225384,ENSG00000225384
chrX,ENSG00000273704,ENSG00000273704
chrX,FAM47B,ENSG00000189132
chrX,ENSG00000229347,ENSG00000229347
chrX,RNU6-1087P,ENSG00000252411
chrX,SIAH1P1,ENSG00000230227
chrX,ENSG00000233663,ENSG00000233663
chrX,ENSG00000271088,ENSG00000271088
chrX,NFYCP1,ENSG00000233880
chrX,MAGEB16,ENSG00000189023
chrX,ENSG00000271519,ENSG00000271519
chrX,CFAP47,ENSG00000165164
chrX,RNU6-641P,ENSG00000206733
chrX,HMGB1P16,ENSG00000229384
chrX,ENSG00000226484,ENSG00000226484
chrX,RPS15AP40,ENSG00000233921
chrX,ENSG00000286475,ENSG00000286475
chrX,H2AL1Q,ENSG00000249467
chrX,ENSG00000275314,ENSG00000275314
chrX,ENSG00000290955,ENSG00000290955
chrX,ENSG00000235510,ENSG00000235510
chrX,TFDP1P2,ENSG00000223723
chrX,ENSG00000289708,ENSG00000289708
chrX,ENSG00000231069,ENSG00000231069
chrX,FAM47C,ENSG00000198173
chrX,FTHL18P,ENSG00000243048
chrX,ENSG00000214071,ENSG00000214071
chrX,MOB1AP2,ENSG00000233810
chrX,PRRG1,ENSG00000130962
chrX,ENSG00000250349,ENSG00000250349
chrX,ENSG00000241607,ENSG00000241607
chrX,FTH1P19,ENSG00000219186
chrX,FTH1P27,ENSG00000234355
chrX,FAM47DP,ENSG00000174678
chrX,LANCL3,ENSG00000147036
chrX,XK,ENSG00000047597
chrX,H2AL1MP,ENSG00000285944
chrX,CYBB,ENSG00000165168
chrX,DYNLT3,ENSG00000165169
chrX,RNU6-49P,ENSG00000206983
chrX,ENSG00000259977,ENSG00000259977
chrX,SC4MOP,ENSG00000224339
chrX,H2AP,ENSG00000187516
chrX,H2AL3,ENSG00000229674
chrX,SYTL5,ENSG00000147041
chrX,MIR548AJ2,ENSG00000221466
chrX,SRPX,ENSG00000101955
chrX,ENSG00000226679,ENSG00000226679
chrX,RPGR,ENSG00000156313
chrX,ENSG00000252050,ENSG00000252050
chrX,OTC,ENSG00000036473
chrX,TDGF1P1,ENSG00000227988
chrX,BAG1P1,ENSG00000232370
chrX,FTLP16,ENSG00000229735
chrX,UBTFL11,ENSG00000233007
chrX,TSPAN7,ENSG00000156298
chrX,RNU7-7P,ENSG00000238606
chrX,ENSG00000235806,ENSG00000235806
chrX,ENSG00000287729,ENSG00000287729
chrX,MID1IP1,ENSG00000165175
chrX,MID1IP1-AS1,ENSG00000238123
chrX,ENSG00000289127,ENSG00000289127
chrX,RNU6-591P,ENSG00000207122
chrX,ENSG00000224610,ENSG00000224610
chrX,LINC01281,ENSG00000235304
chrX,LINC01282,ENSG00000236747
chrX,LINC01283,ENSG00000234191
chrX,ENSG00000289068,ENSG00000289068
chrX,MIR3937,ENSG00000263730
chrX,RN7SL732P,ENSG00000264618
chrX,GAPDHP1,ENSG00000228232
chrX,OOEPP1,ENSG00000270759
chrX,ENSG00000261435,ENSG00000261435
chrX,MIR1587,ENSG00000263972
chrX,RPS11P7,ENSG00000214047
chrX,ENSG00000285709,ENSG00000285709
chrX,ENSG00000289570,ENSG00000289570
chrX,ENSG00000289122,ENSG00000289122
chrX,ENSG00000223486,ENSG00000223486
chrX,BCOR,ENSG00000183337
chrX,ENSG00000288856,ENSG00000288856
chrX,ENSG00000236393,ENSG00000236393
chrX,IMPDH1P2,ENSG00000214045
chrX,ENSG00000235685,ENSG00000235685
chrX,RNU7-164P,ENSG00000238730
chrX,ATP6AP2,ENSG00000182220
chrX,ENSG00000287098,ENSG00000287098
chrX,MPC1L,ENSG00000238205
chrX,CXorf38,ENSG00000185753
chrX,MED14,ENSG00000180182
chrX,MED14OS,ENSG00000234636
chrX,DPRXP6,ENSG00000270791
chrX,CLDN7P1,ENSG00000214031
chrX,TNIP2P1,ENSG00000237661
chrX,MKRN4P,ENSG00000238222
chrX,SDCBPP3,ENSG00000232801
chrX,RPL32P36,ENSG00000189145
chrX,RPS2P55,ENSG00000216866
chrX,ENSG00000287549,ENSG00000287549
chrX,CLIC4P3,ENSG00000237931
chrX,USP9X,ENSG00000124486
chrX,LINC02601,ENSG00000223714
chrX,RNA5SP502,ENSG00000199564
chrX,SHISA5P1,ENSG00000226641
chrX,DDX3X,ENSG00000215301
chrX,RN7SL15P,ENSG00000264573
chrX,NYX,ENSG00000188937
chrX,GEMIN7P1,ENSG00000225238
chrX,CASK,ENSG00000147044
chrX,CASK-AS1,ENSG00000233033
chrX,RNU6-1321P,ENSG00000212207
chrX,YWHAZP10,ENSG00000217624
chrX,RN7SL144P,ENSG00000242559
chrX,GPR34,ENSG00000171659
chrX,GPR82,ENSG00000171657
chrX,RPS15AP39,ENSG00000229822
chrX,ENSG00000237875,ENSG00000237875
chrX,RNU6-202P,ENSG00000251807
chrX,ENSG00000233103,ENSG00000233103
chrX,ATP5MC2P4,ENSG00000228847
chrX,RNU6-630P,ENSG00000212560
chrX,ENSG00000228780,ENSG00000228780
chrX,RNU6-1124P,ENSG00000206896
chrX,ENSG00000231772,ENSG00000231772
chrX,ENSG00000283737,ENSG00000283737
chrX,ENSG00000287223,ENSG00000287223
chrX,PPP1R2C,ENSG00000102055
chrX,SMIM15P1,ENSG00000270280
chrX,PINCR,ENSG00000224294
chrX,IMPDH1P4,ENSG00000237206
chrX,ENSG00000285899,ENSG00000285899
chrX,NANOGP10,ENSG00000231750
chrX,MAOA,ENSG00000189221
chrX,MAOB,ENSG00000069535
chrX,NDP,ENSG00000124479
chrX,NDP-AS1,ENSG00000236276
chrX,RBM39P1,ENSG00000214019
chrX,EFHC2,ENSG00000183690
chrX,TATDN2P1,ENSG00000198414
chrX,RRM2P3,ENSG00000214018
chrX,ENSG00000224054,ENSG00000224054
chrX,FDPSP5,ENSG00000215035
chrX,FUNDC1,ENSG00000069509
chrX,CHTF8P1,ENSG00000233543
chrX,RPL19P20,ENSG00000229168
chrX,RPSAP61,ENSG00000214016
chrX,RN7SL291P,ENSG00000242065
chrX,DUSP21,ENSG00000189037
chrX,KDM6A,ENSG00000147050
chrX,DIPK2B,ENSG00000147113
chrX,ENSG00000229491,ENSG00000229491
chrX,PLLPP1,ENSG00000237782
chrX,LINC01204,ENSG00000229563
chrX,KRT8P14,ENSG00000214282
chrX,MFFP3,ENSG00000204915
chrX,MIR222HG,ENSG00000270069
chrX,MIR221,ENSG00000207870
chrX,MIR222,ENSG00000207725
chrX,ENSG00000269902,ENSG00000269902
chrX,LINC02595,ENSG00000231566
chrX,ENSG00000212347,ENSG00000212347
chrX,SRSF6P1,ENSG00000215286
chrX,ENSG00000234613,ENSG00000234613
chrX,MED28P4,ENSG00000224701
chrX,KRT18P68,ENSG00000213100
chrX,PCNAP3,ENSG00000214009
chrX,LINC01186,ENSG00000236751
chrX,ACTBP1,ENSG00000229145
chrX,ENSG00000286306,ENSG00000286306
chrX,CTNNBL1P1,ENSG00000231235
chrX,GAPDHP65,ENSG00000235587
chrX,KRBOX4,ENSG00000147121
chrX,VEZTP1,ENSG00000224072
chrX,ZNF674,ENSG00000251192
chrX,RNU6-50P,ENSG00000199226
chrX,ZNF674-AS1,ENSG00000230844
chrX,MKI67P1,ENSG00000270499
chrX,CHST7,ENSG00000147119
chrX,SLC9A7,ENSG00000065923
chrX,PGAM1P7,ENSG00000213997
chrX,YBX1P8,ENSG00000226048
chrX,CHMP5P1,ENSG00000215284
chrX,RP2,ENSG00000102218
chrX,LINC01545,ENSG00000204904
chrX,JADE3,ENSG00000102221
chrX,RGN,ENSG00000130988
chrX,RNU6-1189P,ENSG00000206685
chrX,ENSG00000288759,ENSG00000288759
chrX,RNU12-2P,ENSG00000201659
chrX,NDUFB11,ENSG00000147123
chrX,RBM10,ENSG00000182872
chrX,ITPK1P1,ENSG00000237351
chrX,UBA1,ENSG00000130985
chrX,INE1,ENSG00000224975
chrX,CDK16,ENSG00000102225
chrX,USP11,ENSG00000102226
chrX,NICN2P,ENSG00000237623
chrX,RN7SL785P,ENSG00000266158
chrX,ENSG00000203402,ENSG00000203402
chrX,ZNF157,ENSG00000147117
chrX,SNORA11C,ENSG00000221459
chrX,ENSG00000232009,ENSG00000232009
chrX,NPM1P49,ENSG00000226556
chrX,ZNF41,ENSG00000147124
chrX,LINC01560,ENSG00000196741
chrX,NUS1P1,ENSG00000235636
chrX,ENSG00000289890,ENSG00000289890
chrX,ARAF,ENSG00000078061
chrX,SYN1,ENSG00000008056
chrX,ENSG00000283743,ENSG00000283743
chrX,TIMP1,ENSG00000102265
chrX,MIR4769,ENSG00000263858
chrX,CFP,ENSG00000126759
chrX,ELK1,ENSG00000126767
chrX,UXT,ENSG00000126756
chrX,UXT-AS1,ENSG00000267064
chrX,CXXC1P1,ENSG00000290641
chrX,SMSP1,ENSG00000224656
chrX,ENSG00000229968,ENSG00000229968
chrX,WASF4P,ENSG00000188459
chrX,ZNF81,ENSG00000197779
chrX,RPL7P57,ENSG00000224401
chrX,ZNF182,ENSG00000147118
chrX,ZNF630,ENSG00000221994
chrX,SPACA5,ENSG00000171489
chrX,ZNF630-AS1,ENSG00000277541
chrX,ENSG00000287757,ENSG00000287757
chrX,ENSG00000291285,ENSG00000291285
chrX,SSX6P,ENSG00000171483
chrX,ENSG00000290734,ENSG00000290734
chrX,SPACA5B,ENSG00000171478
chrX,ENSG00000230241,ENSG00000230241
chrX,ENSG00000233139,ENSG00000233139
chrX,RNU6-707P,ENSG00000201517
chrX,SSXP3,ENSG00000225198
chrX,S100A11P5,ENSG00000238032
chrX,SSX5,ENSG00000165583
chrX,ENSG00000234780,ENSG00000234780
chrX,RNA5SP503,ENSG00000252856
chrX,ENSG00000204368,ENSG00000204368
chrX,S100A11P7,ENSG00000231568
chrX,ENSG00000229662,ENSG00000229662
chrX,SSX1,ENSG00000126752
chrX,S100A11P6,ENSG00000232813
chrX,ENSG00000241207,ENSG00000241207
chrX,ENSG00000237345,ENSG00000237345
chrX,SSX9P,ENSG00000204648
chrX,ENSG00000234391,ENSG00000234391
chrX,SSXP9,ENSG00000227302
chrX,ENSG00000230100,ENSG00000230100
chrX,S100A11P9,ENSG00000270747
chrX,SSX3,ENSG00000165584
chrX,ENSG00000225055,ENSG00000225055
chrX,ENSG00000234448,ENSG00000234448
chrX,SSX4,ENSG00000268009
chrX,SSX4B,ENSG00000269791
chrX,ENSG00000231603,ENSG00000231603
chrX,ENSG00000231489,ENSG00000231489
chrX,ENSG00000235350,ENSG00000235350
chrX,ENSG00000226971,ENSG00000226971
chrX,SLC38A5,ENSG00000017483
chrX,FTSJ1,ENSG00000068438
chrX,PORCN-DT,ENSG00000224292
chrX,PORCN,ENSG00000102312
chrX,EBP,ENSG00000147155
chrX,ENSG00000286268,ENSG00000286268
chrX,TBC1D25,ENSG00000068354
chrX,ENSG00000204620,ENSG00000204620
chrX,RBM3,ENSG00000102317
chrX,ENSG00000228343,ENSG00000228343
chrX,ENSG00000279528,ENSG00000279528
chrX,MRPL32P1,ENSG00000220125
chrX,WDR13,ENSG00000101940
chrX,VN1R110P,ENSG00000231725
chrX,WAS,ENSG00000015285
chrX,SUV39H1,ENSG00000101945
chrX,ENSG00000232828,ENSG00000232828
chrX,RNU6-1056P,ENSG00000206723
chrX,GLOD5,ENSG00000171433
chrX,ACAA2P1,ENSG00000233585
chrX,RNU6-29P,ENSG00000207367
chrX,GATA1,ENSG00000102145
chrX,HDAC6,ENSG00000094631
chrX,ERAS,ENSG00000187682
chrX,PCSK1N,ENSG00000102109
chrX,PQBP1,ENSG00000102103
chrX,TIMM17B,ENSG00000126768
chrX,SLC35A2,ENSG00000102100
chrX,PIM2,ENSG00000102096
chrX,OTUD5,ENSG00000068308
chrX,ENSG00000279155,ENSG00000279155
chrX,ENSG00000288908,ENSG00000288908
chrX,RNU6-722P,ENSG00000223309
chrX,KCND1,ENSG00000102057
chrX,GRIPAP1,ENSG00000068400
chrX,TFE3,ENSG00000068323
chrX,CCDC120,ENSG00000147144
chrX,PRAF2,ENSG00000243279
chrX,ENSG00000288053,ENSG00000288053
chrX,WDR45,ENSG00000196998
chrX,RNU4-52P,ENSG00000206936
chrX,GPKOW,ENSG00000068394
chrX,RN7SL262P,ENSG00000265033
chrX,ENSG00000280116,ENSG00000280116
chrX,ENSG00000289245,ENSG00000289245
chrX,MAGIX,ENSG00000269313
chrX,ENSG00000279422,ENSG00000279422
chrX,PLP2,ENSG00000102007
chrX,PRICKLE3,ENSG00000012211
chrX,SYP,ENSG00000102003
chrX,SYP-AS1,ENSG00000237341
chrX,CACNA1F,ENSG00000102001
chrX,HSPB1P2,ENSG00000230216
chrX,CCDC22,ENSG00000101997
chrX,FOXP3,ENSG00000049768
chrX,ENSG00000290184,ENSG00000290184
chrX,ENSG00000286181,ENSG00000286181
chrX,PPP1R3F,ENSG00000049769
chrX,ENSG00000270012,ENSG00000270012
chrX,ENSG00000286031,ENSG00000286031
chrX,GAGE10,ENSG00000215274
chrX,GAGE12J,ENSG00000224659
chrX,GAGE13,ENSG00000274274
chrX,GAGE2E,ENSG00000275113
chrX,GAGE12B,ENSG00000236737
chrX,GAGE12C,ENSG00000237671
chrX,GAGE12D,ENSG00000227488
chrX,GAGE12F,ENSG00000236362
chrX,GAGE12E,ENSG00000216649
chrX,GAGE12G,ENSG00000215269
chrX,GAGE12H,ENSG00000224902
chrX,GAGE2A,ENSG00000189064
chrX,GAGE1,ENSG00000205777
chrX,VDAC1P2,ENSG00000213856
chrX,SALL1P1,ENSG00000227391
chrX,PAGE1,ENSG00000068985
chrX,PAGE4,ENSG00000101951
chrX,USP27X-DT,ENSG00000234390
chrX,USP27X,ENSG00000273820
chrX,CPSF1P2,ENSG00000220132
chrX,CLCN5,ENSG00000171365
chrX,RNU6-421P,ENSG00000201341
chrX,MIR532,ENSG00000207758
chrX,MIR188,ENSG00000207768
chrX,MIR500A,ENSG00000207785
chrX,MIR362,ENSG00000208015
chrX,MIR501,ENSG00000211538
chrX,MIR500B,ENSG00000239057
chrX,MIR660,ENSG00000207970
chrX,MIR502,ENSG00000272080
chrX,PYY3,ENSG00000181977
chrX,ENSG00000288783,ENSG00000288783
chrX,AKAP4,ENSG00000147081
chrX,CCNB3,ENSG00000147082
chrX,DGKK,ENSG00000274588
chrX,SHROOM4,ENSG00000158352
chrX,RNU6-935P,ENSG00000222303
chrX,H3P44,ENSG00000226881
chrX,BMP15,ENSG00000130385
chrX,HMGB1P15,ENSG00000238190
chrX,ENSG00000227493,ENSG00000227493
chrX,ENSG00000230926,ENSG00000230926
chrX,LINC01284,ENSG00000230317
chrX,ENSG00000237926,ENSG00000237926
chrX,ENSG00000229151,ENSG00000229151
chrX,ENSG00000287767,ENSG00000287767
chrX,NUDT10,ENSG00000122824
chrX,ENSG00000226530,ENSG00000226530
chrX,EZHIP,ENSG00000187690
chrX,NUDT11,ENSG00000196368
chrX,LINC01496,ENSG00000234766
chrX,CENPVL3,ENSG00000224109
chrX,CENPVL2,ENSG00000283093
chrX,CENPVL1,ENSG00000223591
chrX,GSPT2,ENSG00000189369
chrX,MAGED1,ENSG00000179222
chrX,ENSG00000236576,ENSG00000236576
chrX,RNU6-504P,ENSG00000252377
chrX,ENSG00000228827,ENSG00000228827
chrX,IPO7P1,ENSG00000232951
chrX,UQCR10P1,ENSG00000237528
chrX,TPMTP3,ENSG00000232562
chrX,ENSG00000182776,ENSG00000182776
chrX,ENSG00000279750,ENSG00000279750
chrX,MAGED4B,ENSG00000187243
chrX,SNORA11E,ENSG00000221705
chrX,MAGED4,ENSG00000154545
chrX,SNORA11D,ENSG00000221475
chrX,ENSG00000287215,ENSG00000287215
chrX,ENSG00000179028,ENSG00000179028
chrX,ENSG00000276474,ENSG00000276474
chrX,MIR8088,ENSG00000275335
chrX,XAGE2,ENSG00000155622
chrX,ENSG00000225957,ENSG00000225957
chrX,ENSG00000276897,ENSG00000276897
chrX,ENSG00000224556,ENSG00000224556
chrX,ENSG00000250084,ENSG00000250084
chrX,ENSG00000278358,ENSG00000278358
chrX,ENSG00000278160,ENSG00000278160
chrX,RBM22P6,ENSG00000275643
chrX,XAGE1A,ENSG00000204379
chrX,RBM22P7,ENSG00000223395
chrX,XAGE1B,ENSG00000204382
chrX,ENSG00000277289,ENSG00000277289
chrX,ENSG00000227058,ENSG00000227058
chrX,ENSG00000231593,ENSG00000231593
chrX,ENSG00000228771,ENSG00000228771
chrX,SSXP4,ENSG00000185319
chrX,SSXP1,ENSG00000197185
chrX,ENSG00000234792,ENSG00000234792
chrX,ENSG00000290686,ENSG00000290686
chrX,SSX8P,ENSG00000157965
chrX,SSX7,ENSG00000187754
chrX,ENSG00000228354,ENSG00000228354
chrX,RNA5SP504,ENSG00000222608
chrX,SSXP5,ENSG00000225508
chrX,S100A11P10,ENSG00000237275
chrX,SSX2,ENSG00000241476
chrX,ENSG00000223958,ENSG00000223958
chrX,ENSG00000225397,ENSG00000225397
chrX,ENSG00000229826,ENSG00000229826
chrX,SSX2B,ENSG00000268447
chrX,S100A11P8,ENSG00000269281
chrX,ENSG00000226867,ENSG00000226867
chrX,SPANXN5,ENSG00000204363
chrX,ENSG00000229885,ENSG00000229885
chrX,XAGE5,ENSG00000171405
chrX,ENSG00000196395,ENSG00000196395
chrX,EIF4A2P4,ENSG00000224781
chrX,XAGE3,ENSG00000171402
chrX,FAM156B,ENSG00000179304
chrX,ENSG00000286118,ENSG00000286118
chrX,FAM156A,ENSG00000268350
chrX,GPR173,ENSG00000184194
chrX,ENSG00000270497,ENSG00000270497
chrX,TSPYL2,ENSG00000184205
chrX,ENSG00000234019,ENSG00000234019
chrX,KANTR,ENSG00000232593
chrX,ENSG00000235224,ENSG00000235224
chrX,ACTG1P10,ENSG00000231340
chrX,ENSG00000227329,ENSG00000227329
chrX,KDM5C,ENSG00000126012
chrX,MIR6895,ENSG00000276575
chrX,MIR6894,ENSG00000277474
chrX,KDM5C-IT1,ENSG00000235262
chrX,IQSEC2,ENSG00000124313
chrX,RPSAP62,ENSG00000226299
chrX,ENSG00000236571,ENSG00000236571
chrX,MPV17L2P1,ENSG00000234413
chrX,SMC1A,ENSG00000072501
chrX,MIR6857,ENSG00000278204
chrX,RIBC1,ENSG00000158423
chrX,HSD17B10,ENSG00000072506
chrX,ENSG00000233250,ENSG00000233250
chrX,TIPINP1,ENSG00000235416
chrX,VTRNA3-1P,ENSG00000199422
chrX,HUWE1,ENSG00000086758
chrX,MIR98,ENSG00000271886
chrX,MIRLET7F2,ENSG00000208012
chrX,ENSG00000224735,ENSG00000224735
chrX,ENSG00000226110,ENSG00000226110
chrX,MRPL32P2,ENSG00000229037
chrX,MRPS18CP7,ENSG00000235916
chrX,RNA5SP505,ENSG00000201618
chrX,PHF8,ENSG00000172943
chrX,FAM120C,ENSG00000184083
chrX,RPL37P24,ENSG00000224949
chrX,WNK3,ENSG00000196632
chrX,RPL7AP71,ENSG00000234566
chrX,RNU6-434P,ENSG00000207104
chrX,TSR2,ENSG00000158526
chrX,FGD1,ENSG00000102302
chrX,GNL3L,ENSG00000130119
chrX,PGAM4P1,ENSG00000215197
chrX,ITIH6,ENSG00000102313
chrX,MAGED2,ENSG00000102316
chrX,SNORA11,ENSG00000221716
chrX,ENSG00000275387,ENSG00000275387
chrX,TRO,ENSG00000067445
chrX,SNORA11G,ENSG00000221750
chrX,PFKFB1,ENSG00000158571
chrX,APEX2,ENSG00000169188
chrX,ALAS2,ENSG00000158578
chrX,ENSG00000278283,ENSG00000278283
chrX,HDGFL3P1,ENSG00000234466
chrX,PAGE2B,ENSG00000238269
chrX,PAGE2,ENSG00000234068
chrX,ENSG00000278319,ENSG00000278319
chrX,ENSG00000276929,ENSG00000276929
chrX,FAM104B,ENSG00000182518
chrX,ENSG00000186678,ENSG00000186678
chrX,MTCO1P52,ENSG00000229760
chrX,MTND2P24,ENSG00000231947
chrX,MTND1P30,ENSG00000238047
chrX,PAGE5,ENSG00000158639
chrX,PAGE3,ENSG00000204279
chrX,ENSG00000232765,ENSG00000232765
chrX,ENSG00000290748,ENSG00000290748
chrX,MIR4536-1,ENSG00000283334
chrX,MIR4536-2,ENSG00000266328
chrX,MAGEH1,ENSG00000187601
chrX,USP51,ENSG00000247746
chrX,ENSG00000288739,ENSG00000288739
chrX,ENSG00000277516,ENSG00000277516
chrX,PSMA5P1,ENSG00000235136
chrX,FOXR2,ENSG00000189299
chrX,ENSG00000229594,ENSG00000229594
chrX,ENSG00000169164,ENSG00000169164
chrX,ENSG00000290520,ENSG00000290520
chrX,RRAGB,ENSG00000083750
chrX,ENSG00000227486,ENSG00000227486
chrX,GOT2P6,ENSG00000214745
chrX,KLF8,ENSG00000102349
chrX,RPL23AP83,ENSG00000234135
chrX,UBQLN2,ENSG00000188021
chrX,ENSG00000230105,ENSG00000230105
chrX,NBDY,ENSG00000204272
chrX,UQCRBP1,ENSG00000237748
chrX,SPIN3,ENSG00000204271
chrX,ENSG00000224799,ENSG00000224799
chrX,SPIN2P1,ENSG00000237708
chrX,SPIN2B,ENSG00000186787
chrX,ENSG00000226310,ENSG00000226310
chrX,SPIN2A,ENSG00000147059
chrX,ENSG00000286977,ENSG00000286977
chrX,PPP1R11P2,ENSG00000231765
chrX,FAAH2,ENSG00000165591
chrX,MTHFD1P1,ENSG00000231831
chrX,ZXDB,ENSG00000198455
chrX,NLRP2B,ENSG00000215174
chrX,MDH1P1,ENSG00000227427
chrX,ZXDA,ENSG00000198205
chrX,MYCLP2,ENSG00000228004
chrX,KRT8P17,ENSG00000235124
chrX,SSBL2P,ENSG00000236852
chrX,MTND1P31,ENSG00000235170
chrX,MTND2P25,ENSG00000228182
chrX,ZFRP1,ENSG00000234570
chrX,ENSG00000277499,ENSG00000277499
chrX,LINC01278,ENSG00000235437
chrX,CBX1P1,ENSG00000230823
chrX,SPIN4,ENSG00000186767
chrX,SPIN4-AS1,ENSG00000233661
chrX,ARHGEF9,ENSG00000131089
chrX,ARHGEF9-IT1,ENSG00000231729
chrX,ENSG00000288661,ENSG00000288661
chrX,BTF3P8,ENSG00000236813
chrX,MIR1468,ENSG00000222532
chrX,HNRNPDP1,ENSG00000232794
chrX,ENSG00000226010,ENSG00000226010
chrX,AMER1,ENSG00000184675
chrX,ENSG00000287370,ENSG00000287370
chrX,RN7SL799P,ENSG00000244006
chrX,ASB12,ENSG00000198881
chrX,MTMR8,ENSG00000102043
chrX,KPNA4P1,ENSG00000213754
chrX,PFN5P,ENSG00000283349
chrX,SHC1P1,ENSG00000230889
chrX,YWHAZP7,ENSG00000227261
chrX,KRT8P27,ENSG00000226502
chrX,GRPEL2P2,ENSG00000225814
chrX,BLOC1S2P1,ENSG00000236982
chrX,ZC4H2,ENSG00000126970
chrX,ZC3H12B,ENSG00000102053
chrX,ENSG00000237971,ENSG00000237971
chrX,CCT4P2,ENSG00000225569
chrX,MORF4L1P5,ENSG00000231857
chrX,PRXL2CP1,ENSG00000237963
chrX,TLE1P1,ENSG00000228158
chrX,LAS1L,ENSG00000001497
chrX,AP1M2P1,ENSG00000227534
chrX,FRMD8P1,ENSG00000227942
chrX,MSN,ENSG00000147065
chrX,NANOGP9,ENSG00000231809
chrX,ENSG00000276689,ENSG00000276689
chrX,ETF1P3,ENSG00000233833
chrX,CCNYL5,ENSG00000230039
chrX,ENSG00000237311,ENSG00000237311
chrX,RBMXP5,ENSG00000217835
chrX,MIR223HG,ENSG00000274536
chrX,MIR223,ENSG00000284567
chrX,VSIG4,ENSG00000155659
chrX,ATXN7L3P1,ENSG00000215168
chrX,EIF4BP9,ENSG00000237294
chrX,HEPH,ENSG00000089472
chrX,MTFR1P1,ENSG00000231356
chrX,ENSG00000226820,ENSG00000226820
chrX,PKMP2,ENSG00000235892
chrX,EDA2R,ENSG00000131080
chrX,RNU6-394P,ENSG00000222667
chrX,ENSG00000226280,ENSG00000226280
chrX,ENSG00000233710,ENSG00000233710
chrX,AR,ENSG00000169083
chrX,BMI1P1,ENSG00000234201
chrX,OPHN1,ENSG00000079482
chrX,ENSG00000260118,ENSG00000260118
chrX,PGK1P1,ENSG00000228328
chrX,RNU6-1225P,ENSG00000252145
chrX,AKIRIN1P2,ENSG00000228125
chrX,ENSG00000225925,ENSG00000225925
chrX,ENSG00000289038,ENSG00000289038
chrX,YIPF6,ENSG00000181704
chrX,RNU6-245P,ENSG00000206747
chrX,RPL31P63,ENSG00000236735
chrX,COX6CP12,ENSG00000234463
chrX,STARD8,ENSG00000130052
chrX,ACTR3P2,ENSG00000232267
chrX,SERBP1P1,ENSG00000213740
chrX,EFNB1,ENSG00000090776
chrX,PJA1,ENSG00000181191
chrX,HMGN1P35,ENSG00000172186
chrX,LINC00269,ENSG00000215162
chrX,CYCSP43,ENSG00000231706
chrX,NALF2,ENSG00000130054
chrX,ENSG00000228160,ENSG00000228160
chrX,EDA,ENSG00000158813
chrX,CNOT7P1,ENSG00000233229
chrX,MIR676,ENSG00000211991
chrX,ENSG00000286077,ENSG00000286077
chrX,AWAT2,ENSG00000147160
chrX,OTUD6A,ENSG00000189401
chrX,MTCYBP31,ENSG00000226579
chrX,MTND4P31,ENSG00000235382
chrX,IGBP1,ENSG00000089289
chrX,IGBP1-AS2,ENSG00000220925
chrX,IGBP1-AS1,ENSG00000203588
chrX,DGAT2L6,ENSG00000184210
chrX,RN7SL581P,ENSG00000242657
chrX,AWAT1,ENSG00000204195
chrX,RNA5SP507,ENSG00000200473
chrX,P2RY4,ENSG00000186912
chrX,ARR3,ENSG00000120500
chrX,PDZD11,ENSG00000120509
chrX,RAB41,ENSG00000147127
chrX,KIF4A,ENSG00000090889
chrX,TRAPPC2LP1,ENSG00000231053
chrX,RNY4P23,ENSG00000201377
chrX,GDPD2,ENSG00000130055
chrX,ENSG00000284391,ENSG00000284391
chrX,DLG3,ENSG00000082458
chrX,RNU4-81P,ENSG00000200431
chrX,DLG3-AS1,ENSG00000231651
chrX,TEX11,ENSG00000120498
chrX,ENSG00000230187,ENSG00000230187
